1000 top plays:
Rank | Name | PP | Speed | TextID | Text
292 | flaneur#8184 | 404.91943 | 186.3 |  2321 | Sleep supports memory consolidation. In one experi…
293 | Izzy#9616 | 404.8202 | 222.39 |  172 | In this grave hour, perhaps the most fateful in ou…
294 | shaz#8698 | 404.47787 | 184.09 |  114 | And my friend said, "I know you love her, but it's…
295 | Jashe#4682 | 404.24182 | 164.43 |  112 | Atticus said to Jem one day, "I'd rather you shot …
296 | Jashe#4682 | 404.2046 | 259.6 |  886 | We know that you, as a bee, have worked your whole…
297 | Izzy#9616 | 403.99728 | 194.24 |  9 | Today is the big day! I have devised an ingenious …
298 | IZANAGI#6744 | 403.97977 | 208.27 |  1504 | Gotta fix that calendar I have that's marked July …
299 | Izanagi#2022 | 403.95477 | 231.73 |  4 | Fear is the path to the dark side. Fear leads to a…
300 | IZANAGI#6744 | 403.6802 | 199.91 |  2163 | This is part of what a family is about, not just l…
301 | relative#9288 | 403.61957 | 170.6 |  213 | I don't know how much you understand about what is…
302 | Izanagi#2022 | 403.5728 | 164.28 |  112 | Atticus said to Jem one day, "I'd rather you shot …
303 | Izzy#9616 | 403.54553 | 198.82 |  958 | She gracefully jumped off the roof of the building…
304 | Vielle#4742 | 403.32333 | 175.23 |  67 | You know what? You're right. He was just a stupid …
305 | KeeganT#8310 | 403.2787 | 199.28 |  129 | After graduating from our school, they went into t…
306 | Izzy#9616 | 403.25168 | 231.6 |  4 | Fear is the path to the dark side. Fear leads to a…
307 | rain#5663 | 403.08224 | 164.17 |  112 | Atticus said to Jem one day, "I'd rather you shot …
308 | Izanagi#2022 | 403.03705 | 170.85 |  28 | The Terminator's an infiltration unit. Part man, p…
309 | slekap#0975 | 402.88162 | 220.78 |  977 | If you feel yourself hitting up against your limit…
310 | joshu#7412 | 402.78568 | 170.4 |  213 | I don't know how much you understand about what is…
311 | Izzy#9616 | 402.70712 | 192.95 |  1067 | The calculus of functions of more than one variabl…
312 | joshu#7412 | 402.59003 | 207.45 |  45 | Leaves from the vine, falling so slow. Like fragil…
313 | Alternator#5442 | 402.51794 | 183.7 |  107 | It was a dark and stormy night; the rain fell in t…
314 | Izzy#9616 | 402.49026 | 220.55 |  122 | Just remember who you are... The world will try to…
315 | joshu#7412 | 402.16718 | 245.2 |  2018 | Relationships are like a rope, if you cut it and t…
316 | joshu#7412 | 402.1589 | 189.15 |  1097 | Trying to get data out of a PSD file is like tryin…
317 | adeline#9262 | 402.10153 | 178.83 |  1370 | If you accept, your payment will be triple your cu…
318 | Adamsky#6420 | 402.0986 | 202.46 |  1616 | It's hard to believe that I couldn't see, you were…
319 | slekap#0975 | 401.97623 | 231.05 |  463 | As the darkness thickened, the eddying flakes grew…
320 | Izzy#9616 | 401.7784 | 203.06 |  832 | I love you all the same, it's just a situation. Do…
321 | slekap#0975 | 401.18732 | 201.08 |  1895 | The dark side of the realm, get behind, the secret…
322 | flaneur#8184 | 400.91537 | 176.98 |  1868 | If you want to know what's behind the show, you ri…
323 | Izzy#9616 | 400.2721 | 189.47 |  2087 | So the question remains: why do we still use QWERT…
324 | Adamsky#6420 | 399.9534 | 181.98 |  2206 | It's a bit counterintuitive, yet imposing constrai…
325 | flaneur#8184 | 399.92404 | 171.41 |  1418 | Oh, hey, Agent P. So, get this, I got this memo th…
326 | Vielle#4742 | 399.91617 | 214.49 |  2376 | I hate being clever, thought the captain, when you…
327 | Adamsky#6420 | 399.84137 | 237.1 |  409 | Even a feeble-minded man wants to be like other me…
328 | Izzy#9616 | 399.79324 | 181.11 |  116 | For several days ensuing, her name was unmentioned…
329 | Izanagi#2022 | 399.7924 | 200.49 |  1592 | Empty your mind, be formless. Shapeless, like wate…
330 | Adamsky#6420 | 399.68033 | 175.62 |  1880 | We will steal into your soul. Ride now! Despair an…
331 | Vielle#4742 | 399.67896 | 186.87 |  2129 | Many animals, such as eagles, hawks, owls, foxes, …
332 | Adamsky#6420 | 399.5457 | 191.61 |  2205 | The hard part is selecting which ideas to act on. …
333 | Izanagi#2022 | 399.38715 | 181.5 |  1899 | Hiding in the fog where darkness meets the moonlig…
334 | Izzy#9616 | 399.08035 | 197.1 |  119 | The prophecy of the black foal decreed that the Hu…
335 | Izzy#9616 | 398.9935 | 197.66 |  1576 | Look, I think I know how to help Will. This calls …
336 | Izzy#9616 | 398.85483 | 212.25 |  12 | At first glance, this plant resembles the spring u…
337 | dinkD#5956 | 398.61954 | 173.82 |  1742 | The naming conventions of Python's library are a b…
338 | Adamsky#6420 | 398.6141 | 171.26 |  414 | I don't get it. I made my house a mess, which was …
339 | Alternator#5442 | 398.61227 | 176.09 |  1650 | Where did we come from? Why are we here? Where do …
340 | angelo#3401 | 398.41623 | 182.58 |  107 | It was a dark and stormy night; the rain fell in t…
341 | Izanagi#2022 | 398.38785 | 240.57 |  200 | The game will be over if you beat him, so isn't it…
342 | IZANAGI#6744 | 398.37698 | 197.73 |  162 | If you can talk with crowds and keep your virtue, …
343 | joshu#7412 | 398.2034 | 210.76 |  1849 | In this world, wherever there is light - there are…
344 | flaneur#8184 | 397.9907 | 186.8 |  1508 | I'm surprised that you called. 'Cause the way you …
345 | adeline#9262 | 397.75607 | 200.03 |  1445 | Research reveals that the higher you score on an I…
346 | flaneur#8184 | 397.69894 | 173.97 |  2319 | Our agile brain processes many things simultaneous…
347 | slekap#0975 | 397.50677 | 234.39 |  2104 | Riding in a taxi one afternoon between very tall b…
348 | Izanagi#2022 | 397.33112 | 187.75 |  16 | This next test may involve trace amounts of time t…
349 | Jashe#4682 | 397.23322 | 178.82 |  51 | We're no strangers to love. You know the rules and…
350 | shaz#8698 | 397.18274 | 217.68 |  69 | If you do too much, people get dependent on you. A…
351 | Izzy#9616 | 397.17673 | 178.08 |  182 | Well, what do you say? Would you like to be transm…
352 | chak#8878 | 397.1757 | 218.39 |  58 | But you saw the Professor's book! They have claws …
353 | slekap#0975 | 396.89435 | 191.23 |  1067 | The calculus of functions of more than one variabl…
354 | slekap#0975 | 396.81943 | 208.6 |  1038 | All new laws, though penned with the greatest tech…
355 | IZANAGI#6744 | 396.73618 | 195.08 |  1729 | I know we've seen a lot of crazy things lately, ok…
356 | Jashe#4682 | 396.5782 | 190.93 |  405 | But now, for the first time, I see you are a man l…
357 | IZANAGI#6744 | 396.54492 | 167.73 |  1271 | Cherry MX Brown and Cherry MX Brown RGB switches a…
358 | Izzy#9616 | 396.3669 | 187.93 |  20 | This subspecies of grub-dog has a thick coat of so…
359 | Izzy#9616 | 396.32233 | 204.24 |  92 | I've been quite open about this around the office:…
360 | Izzy#9616 | 395.82288 | 221.05 |  488 | This may be done through a special key on the keyb…
361 | Vielle#4742 | 395.78067 | 168.64 |  1879 | I'm waking up, I am alive but I feel so strange. A…
362 | carlibou#0015 | 395.75354 | 178.02 |  251 | You shout it out, but I can't hear a word you say.…
363 | flaneur#8184 | 395.45206 | 184.83 |  1619 | I gotta say what's on my mind. Somethin' about us …
364 | Izzy#9616 | 395.34018 | 210.92 |  1046 | So strangely did they meet in the dim wood that it…
365 | slekap#0975 | 395.1366 | 178.85 |  1534 | Easy come, easy go, that's just how you live. Take…
366 | Adamsky#6420 | 395.07983 | 188.31 |  1602 | Come on, there's something I need to show you. I'v…
367 | Izanagi#2022 | 395.0419 | 176.31 |  132 | Making mistakes is part of learning to choose well…
368 | Adamsky#6420 | 395.00885 | 250.45 |  309 | She seemed only half satisfied, and went back into…
369 | flaneur#8184 | 394.92682 | 185.39 |  2192 | I'm guessin' that if we can make some wishes out o…
370 | shaz#8698 | 394.85098 | 204.14 |  75 | I know. I mean, I know, but I don't always know, y…
371 | flaneur#8184 | 394.69144 | 178.72 |  1618 | Everybody's always talkin' at me, everybody's tryi…
372 | Izzy#9616 | 394.5392 | 184.49 |  169 | Well, then, here we are. A little challenge for yo…
373 | flaneur#8184 | 394.44397 | 181.21 |  1512 | It's undeniable that we should be together. It's u…
374 | Izanagi#2022 | 393.83844 | 181.33 |  107 | It was a dark and stormy night; the rain fell in t…
375 | flaneur#8184 | 393.6269 | 175.39 |  1441 | The kind that needs to be muzzled? The kind that m…
376 | Adamsky#6420 | 393.42224 | 238.96 |  1218 | It's OK to have your eggs in one basket as long as…
377 | joshu#7412 | 393.30316 | 209.82 |  270 | And in the darkness, in the secret hour, when we a…
378 | shaz#8698 | 393.22437 | 172.69 |  67 | You know what? You're right. He was just a stupid …
379 | Izzy#9616 | 393.19757 | 209.4 |  1048 | Whenever that look appeared in her wild, bright, d…
380 | slekap#0975 | 393.18298 | 184.49 |  903 | It's the ship that made the Kessel run in less tha…
381 | Edwin#0838 | 392.8246 | 161.87 |  112 | Atticus said to Jem one day, "I'd rather you shot …
382 | chak#8878 | 392.8156 | 200.11 |  140 | I've spent a lifetime practicing, becoming who I m…
383 | Izzy#9616 | 392.7489 | 223.59 |  131 | You're used to being underestimated, so you want t…
384 | oats#8312 | 392.5391 | 183.39 |  91 | What is a country? A country is a piece of land su…
385 | slekap#0975 | 392.51422 | 191.52 |  1334 | Can't you see? It's not about snow boots, it's not…
386 | joshu#7412 | 392.49368 | 203.77 |  127 | Everyone is guilty of something, and everyone stil…
387 | flaneur#8184 | 392.20248 | 183.4 |  1567 | For as long as I could remember, I've done everyth…
388 | Izzy#9616 | 392.0459 | 183.85 |  130 | It's a queer thing, growing up. The years pile up,…
389 | slekap#0975 | 392.0142 | 206.09 |  1287 | Names convey meanings; our choice of names determi…
390 | blaqshaq#4878 | 391.9915 | 189.08 |  83 | While Dorothy was looking earnestly into the queer…
391 | shaz#8698 | 391.88757 | 215.04 |  128 | People, I have discovered, are layers and layers o…
392 | flaneur#8184 | 391.6593 | 184.74 |  1660 | The fleeting winds of time, flying through each da…
393 | IZANAGI#6744 | 391.0246 | 194.13 |  1696 | Oh, I just love walking in the rain. There are two…
394 | IZANAGI#6744 | 390.79132 | 241.89 |  735 | To remove that, they are now put into great boiler…
395 | Adamsky#6420 | 390.71484 | 191.62 |  1438 | Actually, it's your word against yours. And if you…
396 | Vielle#4742 | 390.6035 | 168.3 |  2181 | One night, the girl dreamed about her own mother. …
397 | Adamsky#6420 | 390.43304 | 182.68 |  244 | Remembering that I'll be dead soon is the most imp…
398 | Izzy#9616 | 390.41107 | 217.4 |  11 | It is believed that this plant produces tufted see…
399 | joshu#7412 | 390.30685 | 196.54 |  1276 | What we now want is closer contact and better unde…
400 | Vielle#4742 | 390.17398 | 188.18 |  141 | A week ago you said to me, "Do you believe I'll ne…
401 | Adamsky#6420 | 390.16852 | 168.65 |  217 | Only boxers can understand the loneliness of tenni…
402 | flaneur#8184 | 390.0706 | 168.94 |  2054 | I feel the sun on my face. I see trees all around …
403 | chak#8878 | 389.82214 | 203.24 |  104 | If there really is a complete unified theory that …
404 | flaneur#8184 | 389.14963 | 187.81 |  1913 | In Sugarcandy Mountain it was Sunday seven days a …
405 | flaneur#8184 | 388.9539 | 182.36 |  2240 | White stones border the path. Two dogs are followi…
406 | GNiK#6456 | 388.65213 | 167.01 |  213 | I don't know how much you understand about what is…
407 | joshu#7412 | 388.60892 | 194.59 |  178 | Behold the dreaded toboggan: the suicide sled. Its…
408 | slekap#0975 | 388.6047 | 210.05 |  139 | You don't cry when someone pushes you down. You ge…
409 | Vielle#4742 | 388.2803 | 157.98 |  210 | Oh, I'm a goofy goober, yeah! You're a goofy goobe…
410 | Edwin#0838 | 388.09402 | 170.77 |  964 | It's all meaningless. No matter what dreams or hop…
411 | Izzy#9616 | 387.66818 | 182.03 |  91 | What is a country? A country is a piece of land su…
412 | stuckbreaker#7886 | 387.64066 | 166.22 |  1373 | No? Well, he'll look fabulous anyway. Your boy's s…
413 | Jashe#4682 | 387.32053 | 182.94 |  1304 | That stuff would've informed you that this particu…
414 | joshu#7412 | 387.05847 | 195.53 |  389 | A story is like a giant jigsaw puzzle, a jigsaw pu…
415 | Alternator#5442 | 386.9653 | 185.75 |  1431 | Brothers. Does every sister have to deal with this…
416 | joshu#7412 | 386.95178 | 191.86 |  40 | Can you hear me, Belle? It's me. I know it's only …
417 | Izzy#9616 | 386.95178 | 191.86 |  40 | Can you hear me, Belle? It's me. I know it's only …
418 | slekap#0975 | 386.7928 | 204.76 |  103 | And as we wind on down the road, our shadows talle…
419 | Adamsky#6420 | 386.74857 | 228.64 |  819 | A bell is not a hard thing to construct, and the t…
420 | flaneur#8184 | 386.60684 | 172.33 |  1342 | Look at him, all ticked off. He doesn't get it. He…
421 | flaneur#8184 | 386.385 | 171.27 |  1355 | Superladies, they're always trying to tell you the…
422 | joshu#7412 | 386.17972 | 190.35 |  916 | Baby, love never felt so good. And I'd doubt if it…
423 | Adamsky#6420 | 386.1678 | 189.25 |  1528 | Practice chanters are used by beginners to learn t…
424 | Adamsky#6420 | 386.1417 | 188.86 |  1890 | They bring me down, all the world is stereotypical…
425 | Adamsky#6420 | 386.0746 | 205.82 |  173 | I'm so glad you came, I'm so glad you remembered t…
426 | slekap#0975 | 386.01257 | 188.7 |  163 | Whose woods these are I think I know. His house is…
427 | joshu#7412 | 385.90164 | 178.05 |  80 | When the police arrived and found no lion, no brok…
428 | slekap#0975 | 385.83926 | 162.26 |  2379 | "Come on," he said. "We've got to get the place fi…
429 | shaz#8698 | 385.79578 | 177.1 |  29 | It is those who are successful, in other words, wh…
430 | joshu#7412 | 385.7592 | 204.41 |  103 | And as we wind on down the road, our shadows talle…
431 | flaneur#8184 | 385.71817 | 188.79 |  1912 | The stupidest questions of all were asked by Molli…
432 | flaneur#8184 | 385.60864 | 166.28 |  213 | I don't know how much you understand about what is…
433 | Izzy#9616 | 385.45663 | 212.62 |  1643 | Anyone concur with Ken? I didn't throw you away. Y…
434 | Izanagi#2022 | 385.43887 | 203.3 |  17 | I must not fear. Fear is the mind-killer. Fear is …
435 | Izanagi#2022 | 385.36575 | 184.38 |  60 | Oh, you have to trust me, Regina. I know best. Lov…
436 | Adamsky#6420 | 385.342 | 182.98 |  126 | This neighborhood is a lifeboat in a storm we can'…
437 | Izanagi#2022 | 385.31024 | 176.97 |  29 | It is those who are successful, in other words, wh…
438 | Adamsky#6420 | 385.3069 | 169.66 |  1073 | What car enthusiast doesn't love a small, two-seat…
439 | Adamsky#6420 | 385.298 | 188.43 |  2093 | I was getting ten words per minute faster every si…
440 | Izanagi#2022 | 385.21274 | 170.05 |  964 | It's all meaningless. No matter what dreams or hop…
441 | joshu#7412 | 385.182 | 164.95 |  21 | This beastly predator's aggressive ejection of hig…
442 | Izzy#9616 | 385.14862 | 215.48 |  151 | Stories are for joining the past to the future. St…
443 | flaneur#8184 | 384.9189 | 183.5 |  1309 | You get one chimerito and they give you like a doz…
444 | Adamsky#6420 | 384.87228 | 161.84 |  2182 | Suddenly, more Lumas began to pop out from the apr…
445 | chak#8878 | 384.78568 | 224.66 |  146 | At moments of departure and a change of life, peop…
446 | flaneur#8184 | 384.63693 | 188.64 |  1571 | No matter how much we fought each other, though, i…
447 | carlibou#0015 | 384.50952 | 187.31 |  1603 | Because he was you. Drawn to the ocean. Down by th…
448 | stuckbreaker#7886 | 384.47427 | 153.95 |  1427 | Good morning, Agent P. Dr. Doofenshmirtz is on the…
449 | Adamsky#6420 | 384.3185 | 189.61 |  587 | Well, well! The fearsome Edward Kenway speaks, eh?…
450 | Conspyre#131 | 384.24802 | 182.67 |  126 | This neighborhood is a lifeboat in a storm we can'…
451 | joshu#7412 | 384.16827 | 200.63 |  1786 | Bad news is we're postponing those tests indefinit…
452 | adeline#9262 | 384.10236 | 175.8 |  1878 | Eternal night, age of the dying light. Lights in t…
453 | slekap#0975 | 384.04593 | 185.06 |  2219 | The door of the mess hall flew open and a short, b…
454 | Izzy#9616 | 384.01837 | 214.49 |  33 | When there is evil in this world that justice cann…
455 | Izanagi#2022 | 383.58752 | 208.33 |  1055 | Many introverted hackers who are next to inarticul…
456 | Izzy#9616 | 383.5816 | 160.64 |  394 | You teach me and I'll teach you, Po-ke-mon! Gotta …
457 | stuckbreaker#7886 | 383.49265 | 175.72 |  1669 | Why are you so selfish? Your manner does not chang…
458 | flaneur#8184 | 383.422 | 184.26 |  1490 | Look at me, I will never pass for a perfect bride …
459 | Izanagi#2022 | 383.15927 | 192.53 |  121 | Even in the darkest and most cruel person, there i…
460 | slekap#0975 | 383.1279 | 203.43 |  48 | I don't know about you, but I'm feeling 22. Everyt…
461 | Adamsky#6420 | 383.11758 | 180.57 |  1403 | Agent P, Dr. Doofenshmirtz is up to his old tricks…
462 | flaneur#8184 | 382.7383 | 177.01 |  1899 | Hiding in the fog where darkness meets the moonlig…
463 | adeline#9262 | 382.70633 | 191.57 |  1696 | Oh, I just love walking in the rain. There are two…
464 | Vielle#4742 | 382.6008 | 155.37 |  1523 | From lowly Neanderthal and Cro-Magnon, to early wa…
465 | adeline#9262 | 382.55084 | 192.83 |  129 | After graduating from our school, they went into t…
466 | Vielle#4742 | 382.52365 | 179.77 |  1790 | Just a heads up: we're gonna have a superconductor…
467 | Adamsky#6420 | 382.5125 | 239.38 |  3 | I sometimes think drivers don't know what grass is…
468 | Adamsky#6420 | 382.49182 | 179.87 |  1371 | The Omnidroid's defenses necessitate an air drop f…
469 | Izzy#9616 | 382.44272 | 200.94 |  2 | As long as these Pants are Square, and this Sponge…
470 | Izzy#9616 | 382.36996 | 224.19 |  146 | At moments of departure and a change of life, peop…
471 | Adamsky#6420 | 382.36978 | 199.03 |  397 | Engage people with what they expect; it is what th…
472 | Adamsky#6420 | 382.04398 | 203.09 |  228 | Destiny. Fate. Dreams. These unstoppable ideas are…
473 | slekap#0975 | 381.89352 | 205.21 |  2343 | The flame flew forward and illuminated the interio…
474 | Izzy#9616 | 381.88617 | 203.89 |  1965 | Napoleon decreed that there should be a full inves…
475 | Izzy#9616 | 381.77176 | 192.1 |  121 | Even in the darkest and most cruel person, there i…
476 | flaneur#8184 | 381.75052 | 176.97 |  1497 | Let's get down to business, to defeat the Huns. Di…
477 | flaneur#8184 | 381.73956 | 172.18 |  2185 | That night, when the girl lay down to sleep, a sof…
478 | Adamsky#6420 | 381.4759 | 177.15 |  1677 | Close your eyes and begin to relax, take a deep br…
479 | Izzy#9616 | 381.23795 | 176.79 |  80 | When the police arrived and found no lion, no brok…
480 | Izanagi#2022 | 381.18564 | 180.22 |  91 | What is a country? A country is a piece of land su…
481 | shaz#8698 | 381.17535 | 178.52 |  1674 | All wound up, on the edge, terrified, sleep distur…
482 | Adamsky#6420 | 381.06396 | 201.83 |  17 | I must not fear. Fear is the mind-killer. Fear is …
483 | Adamsky#6420 | 380.99176 | 216.79 |  1236 | Being the richest man in the cemetery doesn't matt…
484 | Adamsky#6420 | 380.87903 | 183.47 |  20 | This subspecies of grub-dog has a thick coat of so…
485 | IZANAGI#6744 | 380.79376 | 192.7 |  1637 | Listen up, folks. We got a way of doin' things her…
486 | MAGNETLOVER69#7339 | 380.59778 | 180.76 |  1892 | After the nightmares, weak is our mind. It could b…
487 | afk top#7535 | 380.47348 | 155.57 |  86 | Life is a series of decisions. Whether you make th…
488 | flaneur#8184 | 380.41925 | 190.85 |  1667 | Searching for my angel, I know I must believe I'm …
489 | flaneur#8184 | 380.3756 | 175.68 |  1507 | I know this might seem strange, but let me know if…
490 | Izzy#9616 | 380.26074 | 170.07 |  412 | This is the story of a man named Stanley. Stanley …
491 | Haru#4683 | 380.2046 | 185.35 |  1875 | It won't be long now, love, like mist I slowly fil…
492 | shaz#8698 | 380.0433 | 239.9 |  62 | True love isn't easy, but it must be fought for. B…
493 | flaneur#8184 | 379.97714 | 187.28 |  2215 | It told her, "don't you worry, just follow everywh…
494 | Adamsky#6420 | 379.9079 | 186.57 |  237 | The universe has a beginning, but no end - Infinit…
495 | IZANAGI#6744 | 379.73724 | 199.93 |  1226 | Why do grownups quarrel so easily, so much, and ov…
496 | oats#8312 | 379.64697 | 173.64 |  1509 | Now I've searched low and I've searched high, tryi…
497 | angelo#3401 | 379.49896 | 198.32 |  100 | You choose a thankless job. You can't be upset whe…
498 | oats#8312 | 379.27682 | 161.93 |  2086 | The QWERTY layout was created around the 1870s whe…
499 | Izzy#9616 | 379.27045 | 210.7 |  64 | Well, crying isn't gonna bring him back, unless yo…
500 | flaneur#8184 | 379.18808 | 194.1 |  1895 | The dark side of the realm, get behind, the secret…
501 | IZANAGI#6744 | 379.15964 | 195.45 |  1848 | Man seeks peace, yet at the same time yearning for…
502 | slekap#0975 | 379.13873 | 184.33 |  105 | Ever since the dawn of civilization, people have n…
503 | flaneur#8184 | 379.12643 | 177.62 |  1614 | I know everybody on this island seems so happy on …
504 | Izzy#9616 | 379.0885 | 184.93 |  141 | A week ago you said to me, "Do you believe I'll ne…
505 | Adamsky#6420 | 379.05765 | 179.19 |  2144 | As the CSX case demonstrated, all the injured and …
506 | Izanagi#2022 | 378.79092 | 191.66 |  129 | After graduating from our school, they went into t…
507 | Izzy#9616 | 378.7382 | 240.22 |  399 | Sometimes I'll start a sentence and I don't even k…
508 | carlibou#0015 | 378.68134 | 179.17 |  2402 | The shift in our relationship to the natural world…
509 | joshu#7412 | 378.64728 | 203.28 |  173 | I'm so glad you came, I'm so glad you remembered t…
510 | Izzy#9616 | 378.63986 | 226.58 |  1004 | They are the oil ministers of the richest countrie…
511 | Adamsky#6420 | 378.47574 | 173.22 |  1369 | Hello, Mr. Incredible. Yes, we know who you are. R…
512 | joshu#7412 | 378.41306 | 164.92 |  28 | The Terminator's an infiltration unit. Part man, p…
513 | Izanagi#2022 | 378.16196 | 236.03 |  43 | Sometimes life is like this tunnel. You can't alwa…
514 | Izzy#9616 | 377.84494 | 201.14 |  1050 | The relative execution times of instructions on a …
515 | mcaso#6376 | 377.83878 | 214.05 |  151 | Stories are for joining the past to the future. St…
516 | flaneur#8184 | 377.7359 | 175.97 |  2206 | It's a bit counterintuitive, yet imposing constrai…
517 | flaneur#8184 | 377.69717 | 189.14 |  1658 | Remember days of yesterday, how it flew so fast. T…
518 | Izzy#9616 | 377.60986 | 208.56 |  410 | The last big rains of the year were falling. It wa…
519 | stuckbreaker#7886 | 377.21915 | 172.33 |  1370 | If you accept, your payment will be triple your cu…
520 | joshu#7412 | 377.2071 | 198.93 |  1453 | If I don't turn off the collider after you leave, …
521 | Adamsky#6420 | 377.11102 | 203.1 |  1062 | When he got home, he made room on his personal nig…
522 | shaz#8698 | 376.8616 | 179.53 |  169 | Well, then, here we are. A little challenge for yo…
523 | Adamsky#6420 | 376.84445 | 230.6 |  1147 | I just want you to know that you're very special..…
524 | Izzy#9616 | 376.8387 | 198.21 |  1786 | Bad news is we're postponing those tests indefinit…
525 | Kathy#2820 | 376.62726 | 193.71 |  76 | Over these last two nights, you've drawn an outlin…
526 | Izanagi#2022 | 376.62445 | 187.95 |  286 | Okay, may I speak now? Because I happen to be an e…
527 | fenno#2900 | 376.6051 | 174.67 |  1507 | I know this might seem strange, but let me know if…
528 | Adamsky#6420 | 376.48462 | 169.75 |  1342 | Look at him, all ticked off. He doesn't get it. He…
529 | joshu#7412 | 376.47238 | 225.43 |  1733 | That's right. Man, are you hungry? I haven't eaten…
530 | stuckbreaker#7886 | 376.29263 | 179.55 |  1892 | After the nightmares, weak is our mind. It could b…
531 | Adamsky#6420 | 376.2563 | 179.42 |  831 | Far away far away never getting close, guess it's …
532 | Izzy#9616 | 376.15894 | 227.82 |  899 | You're over my head, I'm out of my mind thinking I…
533 | Adamsky#6420 | 376.09818 | 173.55 |  2283 | Some of the largest ocean waves in the world are n…
534 | IZANAGI#6744 | 376.00214 | 180.06 |  2151 | What happens to a dream deferred? Does it dry up l…
535 | Adamsky#6420 | 375.8578 | 187.05 |  585 | For years I've been rushing around, taking whateve…
536 | Adamsky#6420 | 375.62192 | 185.78 |  9 | Today is the big day! I have devised an ingenious …
537 | Alternator#5442 | 375.5881 | 184.73 |  405 | But now, for the first time, I see you are a man l…
538 | flaneur#8184 | 375.25253 | 194.63 |  1102 | Mockingbirds don't do one thing except make music …
539 | joshu#7412 | 375.23596 | 171.17 |  132 | Making mistakes is part of learning to choose well…
540 | Adamsky#6420 | 375.20035 | 197.8 |  46 | Here's a little gift to thank you for all your hel…
541 | Izanagi#2022 | 375.15195 | 186.14 |  175 | Are you even listening? Look at me! These kids bel…
542 | Izzy#9616 | 375.03644 | 232.72 |  371 | They are no longer close against the diaphragm as …
543 | Adamsky#6420 | 374.9999 | 206.77 |  417 | My tea's gone cold, I'm wondering why I got out of…
544 | Adamsky#6420 | 374.78036 | 169.97 |  1541 | You're on the phone with your girlfriend, she's up…
545 | shaz#8698 | 374.72885 | 193.89 |  138 | In fact, I've essentially given up on the idea of …
546 | flaneur#8184 | 374.68787 | 179.38 |  1304 | That stuff would've informed you that this particu…
547 | Izzy#9616 | 374.6728 | 155.61 |  88 | In the Cote Chalonnaise and the Maconnais to the s…
548 | flaneur#8184 | 374.62268 | 177.46 |  1896 | From the dark, we walk to the light. From the shad…
549 | Adamsky#6420 | 374.54208 | 220.42 |  971 | Trust is a tree that towers fifty feet above us. G…
550 | flaneur#8184 | 374.53763 | 193.9 |  1269 | You are my fire, the one desire. Believe when I sa…
551 | Adamsky#6420 | 374.15598 | 176.8 |  1343 | Thank you, Arnold, for bringing this very serious …
552 | Izzy#9616 | 374.13675 | 211.31 |  609 | To see him striding along the profile of a hill on…
553 | IZANAGI#6744 | 374.136 | 184.98 |  482 | Typewriter eraser brushes were necessary for clear…
554 | Izzy#9616 | 374.12286 | 234.61 |  193 | Even if we're not confident that we'll win, even i…
555 | slekap#0975 | 374.11917 | 189.14 |  57 | You know what they say: "For every good battle, yo…
556 | Vector#0159 | 373.97797 | 176.21 |  1614 | I know everybody on this island seems so happy on …
557 | stuckbreaker#7886 | 373.95154 | 167.99 |  2084 | "I won't shout at you," Nynaeve shouted. "And all …
558 | flaneur#8184 | 373.9455 | 184.8 |  237 | The universe has a beginning, but no end - Infinit…
559 | Izzy#9616 | 373.8126 | 197.54 |  1051 | A person of merely average analytical intelligence…
560 | slekap#0975 | 373.61337 | 215.12 |  2076 | In this world, there is only good and evil. That w…
561 | Izanagi#2022 | 373.4949 | 154.07 |  86 | Life is a series of decisions. Whether you make th…
562 | slekap#0975 | 373.4295 | 205.91 |  540 | Thus the law of what logicians term simple convers…
563 | GNiK#6456 | 373.40253 | 186.55 |  41 | People are going to tell you who you are your whol…
564 | Adamsky#6420 | 373.3927 | 195.5 |  209 | Even if we've come this far in the tournament, in …
565 | IZANAGI#6744 | 373.37793 | 186.98 |  1734 | Now I have repaid any debt I may have owed you. Yo…
566 | stuckbreaker#7886 | 373.26266 | 175.98 |  1725 | There was value in the thing. Clearly. Of that the…
567 | Izzy#9616 | 373.20865 | 203.08 |  1180 | Greetings, fellow humans! Human fellas! I sure do …
568 | Kathy#2820 | 373.20853 | 185.35 |  1732 | God, everything is so different in there. You can …
569 | Jashe#4682 | 373.20477 | 195.86 |  73 | You step outside, you risk your life. You take a d…
570 | joshu#7412 | 373.201 | 216.36 |  1784 | Well, you know the old formula: comedy equals trag…
571 | joshu#7412 | 373.09366 | 211.18 |  10 | Well, the Force is what gives a Jedi his power. It…
572 | Izzy#9616 | 373.05753 | 231.33 |  827 | Their feet disturbed a deep dust upon the floor, a…
573 | flaneur#8184 | 372.8785 | 178.19 |  2353 | I'm in a foreign state; my thoughts, they slip awa…
574 | Adamsky#6420 | 372.6823 | 205.9 |  1165 | It's a rare day when she speaks in anything but pl…
575 | Adamsky#6420 | 372.59866 | 168.13 |  412 | This is the story of a man named Stanley. Stanley …
576 | flaneur#8184 | 372.53235 | 157.32 |  112 | Atticus said to Jem one day, "I'd rather you shot …
577 | shaz#8698 | 372.3863 | 197.45 |  106 | If there really is a complete unified theory that …
578 | Izanagi#2022 | 372.3548 | 174.39 |  80 | When the police arrived and found no lion, no brok…
